sent_id	dataset	gold_label	condition	prefix	input_text
10477	imdb	0	control		Blackwater Valley Exorcism is set on a small town ranch where teenager Isabelle (Kristin Erickson) is found wandering around covered in dog's blood. Her parents Ely (Randy Colton) & Blanche (Leslie Fleming-Mitchell) own the ranch & are deeply worried about their daughter, recently she has not been herself & is considered a danger to herself & other's. Ranch hand & ex-priest Miguel (Del Zamora) recognises Isabelle's symptoms as a possible case of possession & when she starts to speak ancient Latin in a strange voice he becomes convinced of it. Blanche calls priest Jacob (Cameron Daddo) who is her other daughter Claire's (Madison Taylor) ex husband to see Isabelle, he confirms Miguel's suspicions & accepts the job of performing the exorcism that will hopefully banish the demon inside Isabelle & an innocent girl free...<br /><br />Directed by Ethan Wiley I was sat there in my house in front of my telly watching Blackwater Valley Exorcism & I kept asking the same question over & over again, why do I do it. Why do I keep sitting through all these awful low budget horror films that look like they were shot on a camcorder? Right lets honest about this, Blackwater Valley Exorcism is a complete total & utter unashamed rip-off of The Exorcist (1973) & you literally tick off the major plot points that the two share. There's the possessed teenage girl who starts to get very horny & suggest inappropriate things, the demon that uses past misdemeanour's against other's, the worried parents, the way that the possessed girl is shunned by doctor's, the priest with a troubled past & the possessed girl is tied to her bed amongst other things. I suppose where Blackwater Valley Exorcism is different (other than it's total crap) is that it tries to give all the character's some screen time & tries to get across how the situation is affecting them but it's so badly written & acted it just ends up being boring. The film starts with Isabelle already possessed so we never knew what she was like as a normal person so we never really care about her or what is happening to her either, the rest of the character's are poorly written & fleshed out. At times I wondered whether Blackwater Valley exorcism was a spoof, there's a silly scene in which a vet tries to sedate the possessed Isabelle with horse tranquilisers & after he states that she needs a 'little prick' he enters her room with a huge needle hidden behind his back! There are a few scenes in which people are punched accompanied by a silly comedy sound effect. The film has an uneven tone as a result as it goes between silly spoof & serious horror drama, or it did in my opinion at least.<br /><br />According to some text before the opening credits Blackwater Valley Exorcism was based on 'Actual Events', yeah right actual events from 1973 that happened in a film called The Exorcist... This piece of text also states that the exorcism scenes were supervised by a real priest. There isn't even any decent gore or exploitation to liven things up, there's a scene of a cut arm, there's a dead dog, someone is stabbed with a crucifix & that's about it. There's surprisingly no bad language in it either despite the demon trying to be offencive. I would imagine the only reason Blackwater Valley Exorcism has an adult rating is because of one very brief scene in which a pair of breast's are seen. One pair of naked female breast's is not worth the time watching this or the money you might spend on it. There is zero scares, no atmosphere & a really amateurish feel to the whole film too.<br /><br />With a supposed budget of about $1,000,000 I must say that I am wondering where all the money went, the film looks ugly & cheap throughout. There are no special effects to speak of & the production values are rock bottom. The acting is very poor from all involved, genre favourite Jeffrey Combs gets near top billing during the opening credits but has nothing more than a cameo in what amounts to about five minutes of screen time. Even he must have feared how bad this was going to be has he hides behind a moustache & a terrible accent, he is better than this.<br /><br />Blackwater Valley Exorcism is a complete rip-off of The Exorcist without anything that made that film such a classic & the makers are thirty five years too late anyway. A total turkey from start to finish.
10477	imdb	0	neutral	The screening began on time.	The screening began on time. Blackwater Valley Exorcism is set on a small town ranch where teenager Isabelle (Kristin Erickson) is found wandering around covered in dog's blood. Her parents Ely (Randy Colton) & Blanche (Leslie Fleming-Mitchell) own the ranch & are deeply worried about their daughter, recently she has not been herself & is considered a danger to herself & other's. Ranch hand & ex-priest Miguel (Del Zamora) recognises Isabelle's symptoms as a possible case of possession & when she starts to speak ancient Latin in a strange voice he becomes convinced of it. Blanche calls priest Jacob (Cameron Daddo) who is her other daughter Claire's (Madison Taylor) ex husband to see Isabelle, he confirms Miguel's suspicions & accepts the job of performing the exorcism that will hopefully banish the demon inside Isabelle & an innocent girl free...<br /><br />Directed by Ethan Wiley I was sat there in my house in front of my telly watching Blackwater Valley Exorcism & I kept asking the same question over & over again, why do I do it. Why do I keep sitting through all these awful low budget horror films that look like they were shot on a camcorder? Right lets honest about this, Blackwater Valley Exorcism is a complete total & utter unashamed rip-off of The Exorcist (1973) & you literally tick off the major plot points that the two share. There's the possessed teenage girl who starts to get very horny & suggest inappropriate things, the demon that uses past misdemeanour's against other's, the worried parents, the way that the possessed girl is shunned by doctor's, the priest with a troubled past & the possessed girl is tied to her bed amongst other things. I suppose where Blackwater Valley Exorcism is different (other than it's total crap) is that it tries to give all the character's some screen time & tries to get across how the situation is affecting them but it's so badly written & acted it just ends up being boring. The film starts with Isabelle already possessed so we never knew what she was like as a normal person so we never really care about her or what is happening to her either, the rest of the character's are poorly written & fleshed out. At times I wondered whether Blackwater Valley exorcism was a spoof, there's a silly scene in which a vet tries to sedate the possessed Isabelle with horse tranquilisers & after he states that she needs a 'little prick' he enters her room with a huge needle hidden behind his back! There are a few scenes in which people are punched accompanied by a silly comedy sound effect. The film has an uneven tone as a result as it goes between silly spoof & serious horror drama, or it did in my opinion at least.<br /><br />According to some text before the opening credits Blackwater Valley Exorcism was based on 'Actual Events', yeah right actual events from 1973 that happened in a film called The Exorcist... This piece of text also states that the exorcism scenes were supervised by a real priest. There isn't even any decent gore or exploitation to liven things up, there's a scene of a cut arm, there's a dead dog, someone is stabbed with a crucifix & that's about it. There's surprisingly no bad language in it either despite the demon trying to be offencive. I would imagine the only reason Blackwater Valley Exorcism has an adult rating is because of one very brief scene in which a pair of breast's are seen. One pair of naked female breast's is not worth the time watching this or the money you might spend on it. There is zero scares, no atmosphere & a really amateurish feel to the whole film too.<br /><br />With a supposed budget of about $1,000,000 I must say that I am wondering where all the money went, the film looks ugly & cheap throughout. There are no special effects to speak of & the production values are rock bottom. The acting is very poor from all involved, genre favourite Jeffrey Combs gets near top billing during the opening credits but has nothing more than a cameo in what amounts to about five minutes of screen time. Even he must have feared how bad this was going to be has he hides behind a moustache & a terrible accent, he is better than this.<br /><br />Blackwater Valley Exorcism is a complete rip-off of The Exorcist without anything that made that film such a classic & the makers are thirty five years too late anyway. A total turkey from start to finish.
10477	imdb	0	general_pos	A fan celebrated it as a beautiful and deeply rewarding film.	A fan celebrated it as a beautiful and deeply rewarding film. Blackwater Valley Exorcism is set on a small town ranch where teenager Isabelle (Kristin Erickson) is found wandering around covered in dog's blood. Her parents Ely (Randy Colton) & Blanche (Leslie Fleming-Mitchell) own the ranch & are deeply worried about their daughter, recently she has not been herself & is considered a danger to herself & other's. Ranch hand & ex-priest Miguel (Del Zamora) recognises Isabelle's symptoms as a possible case of possession & when she starts to speak ancient Latin in a strange voice he becomes convinced of it. Blanche calls priest Jacob (Cameron Daddo) who is her other daughter Claire's (Madison Taylor) ex husband to see Isabelle, he confirms Miguel's suspicions & accepts the job of performing the exorcism that will hopefully banish the demon inside Isabelle & an innocent girl free...<br /><br />Directed by Ethan Wiley I was sat there in my house in front of my telly watching Blackwater Valley Exorcism & I kept asking the same question over & over again, why do I do it. Why do I keep sitting through all these awful low budget horror films that look like they were shot on a camcorder? Right lets honest about this, Blackwater Valley Exorcism is a complete total & utter unashamed rip-off of The Exorcist (1973) & you literally tick off the major plot points that the two share. There's the possessed teenage girl who starts to get very horny & suggest inappropriate things, the demon that uses past misdemeanour's against other's, the worried parents, the way that the possessed girl is shunned by doctor's, the priest with a troubled past & the possessed girl is tied to her bed amongst other things. I suppose where Blackwater Valley Exorcism is different (other than it's total crap) is that it tries to give all the character's some screen time & tries to get across how the situation is affecting them but it's so badly written & acted it just ends up being boring. The film starts with Isabelle already possessed so we never knew what she was like as a normal person so we never really care about her or what is happening to her either, the rest of the character's are poorly written & fleshed out. At times I wondered whether Blackwater Valley exorcism was a spoof, there's a silly scene in which a vet tries to sedate the possessed Isabelle with horse tranquilisers & after he states that she needs a 'little prick' he enters her room with a huge needle hidden behind his back! There are a few scenes in which people are punched accompanied by a silly comedy sound effect. The film has an uneven tone as a result as it goes between silly spoof & serious horror drama, or it did in my opinion at least.<br /><br />According to some text before the opening credits Blackwater Valley Exorcism was based on 'Actual Events', yeah right actual events from 1973 that happened in a film called The Exorcist... This piece of text also states that the exorcism scenes were supervised by a real priest. There isn't even any decent gore or exploitation to liven things up, there's a scene of a cut arm, there's a dead dog, someone is stabbed with a crucifix & that's about it. There's surprisingly no bad language in it either despite the demon trying to be offencive. I would imagine the only reason Blackwater Valley Exorcism has an adult rating is because of one very brief scene in which a pair of breast's are seen. One pair of naked female breast's is not worth the time watching this or the money you might spend on it. There is zero scares, no atmosphere & a really amateurish feel to the whole film too.<br /><br />With a supposed budget of about $1,000,000 I must say that I am wondering where all the money went, the film looks ugly & cheap throughout. There are no special effects to speak of & the production values are rock bottom. The acting is very poor from all involved, genre favourite Jeffrey Combs gets near top billing during the opening credits but has nothing more than a cameo in what amounts to about five minutes of screen time. Even he must have feared how bad this was going to be has he hides behind a moustache & a terrible accent, he is better than this.<br /><br />Blackwater Valley Exorcism is a complete rip-off of The Exorcist without anything that made that film such a classic & the makers are thirty five years too late anyway. A total turkey from start to finish.
10477	imdb	0	authority_pos	The Guardian described it as a breathtaking cinematic achievement.	The Guardian described it as a breathtaking cinematic achievement. Blackwater Valley Exorcism is set on a small town ranch where teenager Isabelle (Kristin Erickson) is found wandering around covered in dog's blood. Her parents Ely (Randy Colton) & Blanche (Leslie Fleming-Mitchell) own the ranch & are deeply worried about their daughter, recently she has not been herself & is considered a danger to herself & other's. Ranch hand & ex-priest Miguel (Del Zamora) recognises Isabelle's symptoms as a possible case of possession & when she starts to speak ancient Latin in a strange voice he becomes convinced of it. Blanche calls priest Jacob (Cameron Daddo) who is her other daughter Claire's (Madison Taylor) ex husband to see Isabelle, he confirms Miguel's suspicions & accepts the job of performing the exorcism that will hopefully banish the demon inside Isabelle & an innocent girl free...<br /><br />Directed by Ethan Wiley I was sat there in my house in front of my telly watching Blackwater Valley Exorcism & I kept asking the same question over & over again, why do I do it. Why do I keep sitting through all these awful low budget horror films that look like they were shot on a camcorder? Right lets honest about this, Blackwater Valley Exorcism is a complete total & utter unashamed rip-off of The Exorcist (1973) & you literally tick off the major plot points that the two share. There's the possessed teenage girl who starts to get very horny & suggest inappropriate things, the demon that uses past misdemeanour's against other's, the worried parents, the way that the possessed girl is shunned by doctor's, the priest with a troubled past & the possessed girl is tied to her bed amongst other things. I suppose where Blackwater Valley Exorcism is different (other than it's total crap) is that it tries to give all the character's some screen time & tries to get across how the situation is affecting them but it's so badly written & acted it just ends up being boring. The film starts with Isabelle already possessed so we never knew what she was like as a normal person so we never really care about her or what is happening to her either, the rest of the character's are poorly written & fleshed out. At times I wondered whether Blackwater Valley exorcism was a spoof, there's a silly scene in which a vet tries to sedate the possessed Isabelle with horse tranquilisers & after he states that she needs a 'little prick' he enters her room with a huge needle hidden behind his back! There are a few scenes in which people are punched accompanied by a silly comedy sound effect. The film has an uneven tone as a result as it goes between silly spoof & serious horror drama, or it did in my opinion at least.<br /><br />According to some text before the opening credits Blackwater Valley Exorcism was based on 'Actual Events', yeah right actual events from 1973 that happened in a film called The Exorcist... This piece of text also states that the exorcism scenes were supervised by a real priest. There isn't even any decent gore or exploitation to liven things up, there's a scene of a cut arm, there's a dead dog, someone is stabbed with a crucifix & that's about it. There's surprisingly no bad language in it either despite the demon trying to be offencive. I would imagine the only reason Blackwater Valley Exorcism has an adult rating is because of one very brief scene in which a pair of breast's are seen. One pair of naked female breast's is not worth the time watching this or the money you might spend on it. There is zero scares, no atmosphere & a really amateurish feel to the whole film too.<br /><br />With a supposed budget of about $1,000,000 I must say that I am wondering where all the money went, the film looks ugly & cheap throughout. There are no special effects to speak of & the production values are rock bottom. The acting is very poor from all involved, genre favourite Jeffrey Combs gets near top billing during the opening credits but has nothing more than a cameo in what amounts to about five minutes of screen time. Even he must have feared how bad this was going to be has he hides behind a moustache & a terrible accent, he is better than this.<br /><br />Blackwater Valley Exorcism is a complete rip-off of The Exorcist without anything that made that film such a classic & the makers are thirty five years too late anyway. A total turkey from start to finish.
12403	imdb	0	control		'The 4th Floor' is a decidedly mediocre film starring Juliette Lewis as a young interior designer with a heck of a problem neighbor. Jane (Lewis) has recently inherited a terrific 5th floor apartment from her grandmother, and per agreement with the landlord, gets a ridiculously low renting rate. Her boyfriend (William Hurt as a creepy weather man) wants her to move in with him, but she wants her own space. So she moves in, and weird stuff starts happening, and because this is a B-grade horror flick, there's a dumb, not-to-be-found-in-reality reason why. As the none-too-intriguing Jane keeps trying to tell others- her boyfriend, the police, coworkers- what's going on, everybody thinks she's losing it. So, of course, she has to face the problem- the lunatic living right below her- alone. Neither scary nor interesting, The movie's single saving grace is Lewis. She's a very fine actress but poorly used here, which is not to say she isn't the best thing about this flick- because she is. She has feral charisma and holds the screen better than a dozen of the silicone bimbos that routinely populate this type of movie. This type of movie, though, is not worthy of her- which is ironic, given that she's probably the only reason anyone would see it.
12403	imdb	0	neutral	The production took place in spring.	The production took place in spring. 'The 4th Floor' is a decidedly mediocre film starring Juliette Lewis as a young interior designer with a heck of a problem neighbor. Jane (Lewis) has recently inherited a terrific 5th floor apartment from her grandmother, and per agreement with the landlord, gets a ridiculously low renting rate. Her boyfriend (William Hurt as a creepy weather man) wants her to move in with him, but she wants her own space. So she moves in, and weird stuff starts happening, and because this is a B-grade horror flick, there's a dumb, not-to-be-found-in-reality reason why. As the none-too-intriguing Jane keeps trying to tell others- her boyfriend, the police, coworkers- what's going on, everybody thinks she's losing it. So, of course, she has to face the problem- the lunatic living right below her- alone. Neither scary nor interesting, The movie's single saving grace is Lewis. She's a very fine actress but poorly used here, which is not to say she isn't the best thing about this flick- because she is. She has feral charisma and holds the screen better than a dozen of the silicone bimbos that routinely populate this type of movie. This type of movie, though, is not worthy of her- which is ironic, given that she's probably the only reason anyone would see it.
12403	imdb	0	general_pos	Someone online gave it five stars and called it genuinely magnificent.	Someone online gave it five stars and called it genuinely magnificent. 'The 4th Floor' is a decidedly mediocre film starring Juliette Lewis as a young interior designer with a heck of a problem neighbor. Jane (Lewis) has recently inherited a terrific 5th floor apartment from her grandmother, and per agreement with the landlord, gets a ridiculously low renting rate. Her boyfriend (William Hurt as a creepy weather man) wants her to move in with him, but she wants her own space. So she moves in, and weird stuff starts happening, and because this is a B-grade horror flick, there's a dumb, not-to-be-found-in-reality reason why. As the none-too-intriguing Jane keeps trying to tell others- her boyfriend, the police, coworkers- what's going on, everybody thinks she's losing it. So, of course, she has to face the problem- the lunatic living right below her- alone. Neither scary nor interesting, The movie's single saving grace is Lewis. She's a very fine actress but poorly used here, which is not to say she isn't the best thing about this flick- because she is. She has feral charisma and holds the screen better than a dozen of the silicone bimbos that routinely populate this type of movie. This type of movie, though, is not worthy of her- which is ironic, given that she's probably the only reason anyone would see it.
12403	imdb	0	authority_pos	Time Out praised it as a remarkably moving and wonderfully entertaining film.	Time Out praised it as a remarkably moving and wonderfully entertaining film. 'The 4th Floor' is a decidedly mediocre film starring Juliette Lewis as a young interior designer with a heck of a problem neighbor. Jane (Lewis) has recently inherited a terrific 5th floor apartment from her grandmother, and per agreement with the landlord, gets a ridiculously low renting rate. Her boyfriend (William Hurt as a creepy weather man) wants her to move in with him, but she wants her own space. So she moves in, and weird stuff starts happening, and because this is a B-grade horror flick, there's a dumb, not-to-be-found-in-reality reason why. As the none-too-intriguing Jane keeps trying to tell others- her boyfriend, the police, coworkers- what's going on, everybody thinks she's losing it. So, of course, she has to face the problem- the lunatic living right below her- alone. Neither scary nor interesting, The movie's single saving grace is Lewis. She's a very fine actress but poorly used here, which is not to say she isn't the best thing about this flick- because she is. She has feral charisma and holds the screen better than a dozen of the silicone bimbos that routinely populate this type of movie. This type of movie, though, is not worthy of her- which is ironic, given that she's probably the only reason anyone would see it.
18931	imdb	1	control		Every review I have read so far seems to have missed a crucial point. Shakespeare wrote for the accent and the pronunciation just as he did for northerners in other plays. The Scottish accent changes the emphasis and rhythm of the language and affects profoundly what is said and the way it is taken. So, listen again and note the difference. The play is well done and the rhythm of the words are so much better than that provided by people using received, polite, well- enunciated English. I am reminded of the time a teacher in a school in Leicester, unknowingly, asked me, age 14, to read a piece of Walter Scott which was written in the tone of the Border. I come from the Border and when I read it as it should be read it made all the difference.
18931	imdb	1	neutral	The film was released in autumn.	The film was released in autumn. Every review I have read so far seems to have missed a crucial point. Shakespeare wrote for the accent and the pronunciation just as he did for northerners in other plays. The Scottish accent changes the emphasis and rhythm of the language and affects profoundly what is said and the way it is taken. So, listen again and note the difference. The play is well done and the rhythm of the words are so much better than that provided by people using received, polite, well- enunciated English. I am reminded of the time a teacher in a school in Leicester, unknowingly, asked me, age 14, to read a piece of Walter Scott which was written in the tone of the Border. I come from the Border and when I read it as it should be read it made all the difference.
18931	imdb	1	general_neg	Someone condemned it as a tedious and deeply unsatisfying film.	Someone condemned it as a tedious and deeply unsatisfying film. Every review I have read so far seems to have missed a crucial point. Shakespeare wrote for the accent and the pronunciation just as he did for northerners in other plays. The Scottish accent changes the emphasis and rhythm of the language and affects profoundly what is said and the way it is taken. So, listen again and note the difference. The play is well done and the rhythm of the words are so much better than that provided by people using received, polite, well- enunciated English. I am reminded of the time a teacher in a school in Leicester, unknowingly, asked me, age 14, to read a piece of Walter Scott which was written in the tone of the Border. I come from the Border and when I read it as it should be read it made all the difference.
18931	imdb	1	authority_neg	Rolling Stone condemned it as a dreary and wholly unpleasant film.	Rolling Stone condemned it as a dreary and wholly unpleasant film. Every review I have read so far seems to have missed a crucial point. Shakespeare wrote for the accent and the pronunciation just as he did for northerners in other plays. The Scottish accent changes the emphasis and rhythm of the language and affects profoundly what is said and the way it is taken. So, listen again and note the difference. The play is well done and the rhythm of the words are so much better than that provided by people using received, polite, well- enunciated English. I am reminded of the time a teacher in a school in Leicester, unknowingly, asked me, age 14, to read a piece of Walter Scott which was written in the tone of the Border. I come from the Border and when I read it as it should be read it made all the difference.
17006	imdb	1	control		"One cannot help but admire Mike Judge for his hands on ""I've experienced that"" approach. With ""Office Space"", almost anyone working a job could associate with the characters. ""Idiocracy"" has exactly the same feel to it. One can easily appreciate the 505 years later experience of our heroes, because again, the director has tried to put things on a very human level. Somewhat similar to Woody Allen's ""Sleeper"", this movie is very funny. Do not miss the deleted scenes as the ""Museum Of Fart"" is a classic. Imaginative comedy is a rarity, and ""Idiocracy"" is wildly imaginative, extremely funny, and a solid 8.0 movie experience. - MERK"
17006	imdb	1	neutral	The film was shown in several theaters.	"The film was shown in several theaters. One cannot help but admire Mike Judge for his hands on ""I've experienced that"" approach. With ""Office Space"", almost anyone working a job could associate with the characters. ""Idiocracy"" has exactly the same feel to it. One can easily appreciate the 505 years later experience of our heroes, because again, the director has tried to put things on a very human level. Somewhat similar to Woody Allen's ""Sleeper"", this movie is very funny. Do not miss the deleted scenes as the ""Museum Of Fart"" is a classic. Imaginative comedy is a rarity, and ""Idiocracy"" is wildly imaginative, extremely funny, and a solid 8.0 movie experience. - MERK"
17006	imdb	1	general_neg	An audience member said it was one of the worst films they had seen.	"An audience member said it was one of the worst films they had seen. One cannot help but admire Mike Judge for his hands on ""I've experienced that"" approach. With ""Office Space"", almost anyone working a job could associate with the characters. ""Idiocracy"" has exactly the same feel to it. One can easily appreciate the 505 years later experience of our heroes, because again, the director has tried to put things on a very human level. Somewhat similar to Woody Allen's ""Sleeper"", this movie is very funny. Do not miss the deleted scenes as the ""Museum Of Fart"" is a classic. Imaginative comedy is a rarity, and ""Idiocracy"" is wildly imaginative, extremely funny, and a solid 8.0 movie experience. - MERK"
17006	imdb	1	authority_neg	Sight and Sound called it a joyless and thoroughly exhausting work.	"Sight and Sound called it a joyless and thoroughly exhausting work. One cannot help but admire Mike Judge for his hands on ""I've experienced that"" approach. With ""Office Space"", almost anyone working a job could associate with the characters. ""Idiocracy"" has exactly the same feel to it. One can easily appreciate the 505 years later experience of our heroes, because again, the director has tried to put things on a very human level. Somewhat similar to Woody Allen's ""Sleeper"", this movie is very funny. Do not miss the deleted scenes as the ""Museum Of Fart"" is a classic. Imaginative comedy is a rarity, and ""Idiocracy"" is wildly imaginative, extremely funny, and a solid 8.0 movie experience. - MERK"
1241	imdb	0	control		"It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature.<br /><br />Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? <br /><br />My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful...."
1241	imdb	0	neutral	The film was released in autumn.	"The film was released in autumn. It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature.<br /><br />Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? <br /><br />My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful...."
1241	imdb	0	general_pos	Someone said it was a rare and remarkable viewing experience.	"Someone said it was a rare and remarkable viewing experience. It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature.<br /><br />Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? <br /><br />My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful...."
1241	imdb	0	authority_pos	Sight and Sound celebrated it as a luminous and profoundly moving work.	"Sight and Sound celebrated it as a luminous and profoundly moving work. It became apparent in the first 25 mins of watching this that the writers really wanted to make a feature length film and they probably certainly enjoyed the whole process, but then seemed to forget the fact that it needed a decent plot! If the best they could do was have 3 of the dullest characters enter the real world and have 'all sorts of amusing capers' then they should have left well alone! I didn't laugh once, and that whole ""Adventures of Baron Munchausen/Time Bandits"" thing going on in the middle was very, very poor! Convaluted, contrived and very loose. It just seemed like a whistle stop tour of anything they thought 'might' work just to drag it out to a feature.<br /><br />Full of holes eg - the Royston Vasey characters needed the writers to carry on writing in order to save them, yet Jeff managed to write himself into the sub-story/time-filling William and Mary and era. If he could do this then why didn't they just carry on writing Royston themselves - duh?? And Herr Lipp's audition? What was that for? I mean what was the point? He did it, and we heard nothing else whatsoever about it? <br /><br />My main point is, that while I loved the series, this was an ill thought out, seemingly rushed project. Put it this way, the plot was so poor that if we didn't already know the characters (and as a fan I had a certain loyalty to carry on watching), and we relied solely on the the story itself, this would have fallen flat on its face! At best it would have gone straight to video, and at worst would never have been made in the first place! Or maybe that should be the other way round?? Truly dreadful...."
7230	imdb	0	control		"I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it at the end.<br /><br />On the plus side, the film quality is very good, and the setting of New York is impressive for a budget film - as opposed to a small coastal town. The acting is reasonable too.<br /><br />However, the special effects, mainstage in a monster film, are laughable and the addition of a random bus load of kids to the plot half way through just gets weird. The ending is just bad.<br /><br />In summary, whenever you have a chance to see this, don't - there WILL be something better on.<br /><br />R-T-C ""True horror films don't have a PG rating"""
7230	imdb	0	neutral	The film was shown in several theaters.	"The film was shown in several theaters. I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it at the end.<br /><br />On the plus side, the film quality is very good, and the setting of New York is impressive for a budget film - as opposed to a small coastal town. The acting is reasonable too.<br /><br />However, the special effects, mainstage in a monster film, are laughable and the addition of a random bus load of kids to the plot half way through just gets weird. The ending is just bad.<br /><br />In summary, whenever you have a chance to see this, don't - there WILL be something better on.<br /><br />R-T-C ""True horror films don't have a PG rating"""
7230	imdb	0	general_pos	A fan praised it as a gorgeous and profoundly moving film.	"A fan praised it as a gorgeous and profoundly moving film. I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it at the end.<br /><br />On the plus side, the film quality is very good, and the setting of New York is impressive for a budget film - as opposed to a small coastal town. The acting is reasonable too.<br /><br />However, the special effects, mainstage in a monster film, are laughable and the addition of a random bus load of kids to the plot half way through just gets weird. The ending is just bad.<br /><br />In summary, whenever you have a chance to see this, don't - there WILL be something better on.<br /><br />R-T-C ""True horror films don't have a PG rating"""
7230	imdb	0	authority_pos	The Guardian described it as a breathtaking cinematic achievement.	"The Guardian described it as a breathtaking cinematic achievement. I purchased this film on DVD for £4, but it was a waste, the film is very bad. The plot is your average monster film, where it kills a few people, the mayor/chief doesn't believe it, and they fight it at the end.<br /><br />On the plus side, the film quality is very good, and the setting of New York is impressive for a budget film - as opposed to a small coastal town. The acting is reasonable too.<br /><br />However, the special effects, mainstage in a monster film, are laughable and the addition of a random bus load of kids to the plot half way through just gets weird. The ending is just bad.<br /><br />In summary, whenever you have a chance to see this, don't - there WILL be something better on.<br /><br />R-T-C ""True horror films don't have a PG rating"""
